datum;tijdsvak;positie;nummer;artiest;jaartal
2025-12-26 00:00:00;8.00 - 9.00;1581;Good;4 U Olivia Rodrigo;2021
2025-12-26 00:00:00;8.00 - 9.00;1582;Mercedes;Benz Janis Joplin;1970
2025-12-26 00:00:00;8.00 - 9.00;1583;All;I Want Kodaline;2012
2025-12-26 00:00:00;8.00 - 9.00;1584;Maneater;Daryl Hall & John Oates;1982
2025-12-26 00:00:00;8.00 - 9.00;1585;Love;Is A Battlefield Pat Benatar;1984
2025-12-26 00:00:00;7.00 - 8.00;1586;The;Drugs Don't Work The Verve;1997
2025-12-26 00:00:00;7.00 - 8.00;1587;Rock;With You Michael Jackson;1979
2025-12-26 00:00:00;7.00 - 8.00;1588;Daughter;Pearl Jam;1993
2025-12-26 00:00:00;7.00 - 8.00;1589;Memories;Earth & Fire;1972
2025-12-26 00:00:00;7.00 - 8.00;1590;Kiwi;Harry Styles;2017
2025-12-26 00:00:00;7.00 - 8.00;1591;Ride;Twenty One Pilots;2016
2025-12-26 00:00:00;7.00 - 8.00;1592;Hold;On To Let Go Danny Vera;2020
2025-12-26 00:00:00;7.00 - 8.00;1593;When;I Was Your Man Bruno Mars;2013
2025-12-26 00:00:00;7.00 - 8.00;1594;Be;The One Dua Lipa;2016
2025-12-26 00:00:00;7.00 - 8.00;1595;Geen;Kind Meer Karin Bloemen;1996
2025-12-26 00:00:00;7.00 - 8.00;1596;Tom;Traubert's Blues Tom Waits;1976
2025-12-26 00:00:00;7.00 - 8.00;1597;Somebody;Will Know Someday Cuby & The Blizzards;1967
2025-12-26 00:00:00;6.00 - 7.00;1598;Wij;Zullen Doorgaan Ramses Shaffy;1975
2025-12-26 00:00:00;6.00 - 7.00;1599;Tell;Him Céline Dion & Barbra Streisand;1997
2025-12-26 00:00:00;6.00 - 7.00;1600;The;Fool On The Hill The Beatles;1967
2025-12-26 00:00:00;6.00 - 7.00;1601;Coney;Island Taylor Swift ft. The National;2020
2025-12-26 00:00:00;6.00 - 7.00;1602;Everybody;(Backstreet's Back) Backstreet Boys;1997
2025-12-26 00:00:00;6.00 - 7.00;1603;All;You Need Is Love The Beatles;1967
2025-12-26 00:00:00;6.00 - 7.00;1604;Weather;With You Crowded House;1991
2025-12-26 00:00:00;6.00 - 7.00;1605;Kold;Bloed Bökkers;2019
2025-12-26 00:00:00;6.00 - 7.00;1606;Remedy;The Black Crowes;1992
2025-12-26 00:00:00;6.00 - 7.00;1607;Weekend;Earth & Fire;1979
2025-12-26 00:00:00;6.00 - 7.00;1608;Hello;Lionel Richie;1984
2025-12-26 00:00:00;6.00 - 7.00;1609;Should;I Stay Or Should I Go The Clash;1982
2025-12-26 00:00:00;5.00 - 6.00;1610;Home;Of The Brave Toto;1988
2025-12-26 00:00:00;5.00 - 6.00;1611;Mull;Of Kintyre Paul McCartney & Wings;1977
2025-12-26 00:00:00;5.00 - 6.00;1612;Ladada (Mon Dernier Mot);Claude;2022
2025-12-26 00:00:00;5.00 - 6.00;1613;Fat;Bottomed Girls  Queen1612 Ladada (Mon Dernier Mot) Claude;1978
2025-12-26 00:00:00;5.00 - 6.00;1614;Grace;Jeff Buckley;1994
2025-12-26 00:00:00;5.00 - 6.00;1615;Dakota;Stereophonics;2005
2025-12-26 00:00:00;5.00 - 6.00;1616;..In;Paris Kanye West & Jay-Z;2011
2025-12-26 00:00:00;5.00 - 6.00;1617;Sledgehammer;Peter Gabriel;1986
2025-12-26 00:00:00;5.00 - 6.00;1618;Wonderful;Life Black;1987
2025-12-26 00:00:00;5.00 - 6.00;1619;More;Than Words Extreme;1991
2025-12-26 00:00:00;5.00 - 6.00;1620;N'Oubliez;Jamais Joe Cocker;1997
2025-12-26 00:00:00;5.00 - 6.00;1621;Sunrise;Norah Jones;2004
2025-12-26 00:00:00;4.00 - 5.00;1622;Dichterbij;Dan Ooit BLØF;2001
2025-12-26 00:00:00;4.00 - 5.00;1623;Bad;Michael Jackson;1987
2025-12-26 00:00:00;4.00 - 5.00;1624;Home;Again Michael Kiwanuka;2012
2025-12-26 00:00:00;4.00 - 5.00;1625;Roundabout;Yes;1972
2025-12-26 00:00:00;4.00 - 5.00;1626;So;Incredible Ilse DeLange;2008
2025-12-26 00:00:00;4.00 - 5.00;1627;Supermarket;Flowers Ed Sheeran;2017
2025-12-26 00:00:00;4.00 - 5.00;1628;Max;Paolo Conte;1988
2025-12-26 00:00:00;4.00 - 5.00;1629;Hall;Of Fame The Script ft. Will.I.Am;2012
2025-12-26 00:00:00;4.00 - 5.00;1630;Cecilia;Simon & Garfunkel;1970
2025-12-26 00:00:00;4.00 - 5.00;1631;Onderweg;Naar Later Suzan & Freek;2021
2025-12-26 00:00:00;4.00 - 5.00;1632;You;Win Again Bee Gees;1987
2025-12-26 00:00:00;4.00 - 5.00;1633;Long;Cool Woman The Hollies;1971
2025-12-26 00:00:00;4.00 - 5.00;1634;Maybe;Tomorrow Stereophonics;2003
2025-12-26 00:00:00;4.00 - 5.00;1635;Head;Over Heels Tears For Fears;1985
2025-12-26 00:00:00;3.00 - 4.00;1636;School's;Out Alice Cooper;1972
2025-12-26 00:00:00;3.00 - 4.00;1637;I;Just Died In Your Arms Tonight Cutting Crew;1986
2025-12-26 00:00:00;3.00 - 4.00;1638;Raise;Your Glass P!nk;2010
2025-12-26 00:00:00;3.00 - 4.00;1639;Turning;Tables Adele;2011
2025-12-26 00:00:00;3.00 - 4.00;1640;The;Boys Are Back In Town Thin Lizzy;1976
2025-12-26 00:00:00;3.00 - 4.00;1641;Never;Going Back Again Fleetwood Mac;1977
2025-12-26 00:00:00;3.00 - 4.00;1642;All;In Vain DI-RECT;2014
2025-12-26 00:00:00;3.00 - 4.00;1643;Biko;Peter Gabriel;1980
2025-12-26 00:00:00;3.00 - 4.00;1644;Luka;Suzanne Vega;1987
2025-12-26 00:00:00;3.00 - 4.00;1645;Karma;Taylor Swift;2023
2025-12-26 00:00:00;3.00 - 4.00;1646;Songbird;Eva Cassidy;1997
2025-12-26 00:00:00;3.00 - 4.00;1647;Fame;David Bowie;1975
2025-12-26 00:00:00;3.00 - 4.00;1648;Cleanin';Out My Closet Eminem;2002
2025-12-26 00:00:00;3.00 - 4.00;1649;Can;You Feel The Love Tonight Elton John;1994
2025-12-26 00:00:00;2.00 - 3.00;1650;Pak;Maar Mijn Hand Nick & Simon;2007
2025-12-26 00:00:00;2.00 - 3.00;1651;Ob-La-Di;Ob-La-Da The Beatles;1969
2025-12-26 00:00:00;2.00 - 3.00;1652;Bullet;With Butterfly Wings Smashing Pumpkins;1995
2025-12-26 00:00:00;2.00 - 3.00;1653;Reünie;Snelle;2019
2025-12-26 00:00:00;2.00 - 3.00;1654;White;Horse Chris Stapleton;2023
2025-12-26 00:00:00;2.00 - 3.00;1655;Hide;In Your Shell Supertramp;1974
2025-12-26 00:00:00;2.00 - 3.00;1656;Flappie;Youp van 't Hek;1981
2025-12-26 00:00:00;2.00 - 3.00;1657;Nine;Million Bicycles Katie Melua;2005
2025-12-26 00:00:00;2.00 - 3.00;1658;This;Charming Man The Smiths;1983
2025-12-26 00:00:00;2.00 - 3.00;1659;Aanzoek;Zonder Ringen BLØF;2006
2025-12-26 00:00:00;2.00 - 3.00;1660;Sure;Know Something KISS;1979
2025-12-26 00:00:00;2.00 - 3.00;1661;Dirty;Old Town The Pogues;1985
2025-12-26 00:00:00;2.00 - 3.00;1662;The;Reflex Duran Duran;1984
2025-12-26 00:00:00;2.00 - 3.00;1663;Born;With A Broken Heart Damiano David;2024
2025-12-26 00:00:00;1.00 - 2.00;1664;Green;Green Grass Of Home Tom Jones;1966
2025-12-26 00:00:00;1.00 - 2.00;1665;Don't;Answer Me The Alan Parsons Project;1984
2025-12-26 00:00:00;1.00 - 2.00;1666;Little;Green Bag George Baker Selection;1969
2025-12-26 00:00:00;1.00 - 2.00;1667;An;American Trilogy (Live) Elvis Presley;1972
2025-12-26 00:00:00;1.00 - 2.00;1668;Nickel;For Goodbye Racoon;2023
2025-12-26 00:00:00;1.00 - 2.00;1669;Twist;In My Sobriety Tanita Tikaram;1988
2025-12-26 00:00:00;1.00 - 2.00;1670;Ik;Wil Alleen Maar Zwemmen Spinvis;2006
2025-12-26 00:00:00;1.00 - 2.00;1671;You;Could Be Mine Guns N' Roses;1991
2025-12-26 00:00:00;1.00 - 2.00;1672;Stuck;In The Middle With You Stealers Wheel;1973
2025-12-26 00:00:00;1.00 - 2.00;1673;Met;De Vlam In De Pijp Henk Wijngaard;1978
2025-12-26 00:00:00;1.00 - 2.00;1674;Heaven;Can Wait Meat Loaf;1979
2025-12-26 00:00:00;1.00 - 2.00;1675;San;Quentin (Live) Johnny Cash;1969
2025-12-26 00:00:00;1.00 - 2.00;1676;The;Wild Rover (Live) The Dubliners;1964
2025-12-26 00:00:00;1.00 - 2.00;1677;Sunrise;Simply Red;2003
2025-12-26 00:00:00;1.00 - 2.00;1678;Domino;Clouseau;1990
2025-12-26 00:00:00;0.00 - 1.00;1679;I;Had Some Help Post Malone ft. Morgan Wallen;2024
2025-12-26 00:00:00;0.00 - 1.00;1680;New;York State Of Mind Billy Joel;1976
2025-12-26 00:00:00;0.00 - 1.00;1681;One;More Try George Michael;1988
2025-12-26 00:00:00;0.00 - 1.00;1682;Greatest;Love Of All Whitney Houston;1986
2025-12-26 00:00:00;0.00 - 1.00;1683;I;Knew You Were Waiting George Michael & A. Franklin;1987
2025-12-26 00:00:00;0.00 - 1.00;1684;Purple;Haze Jimi Hendrix;1967
2025-12-26 00:00:00;0.00 - 1.00;1685;Everytime;I Think Of You The Babys;1979
2025-12-26 00:00:00;0.00 - 1.00;1686;Keep;Your Head Up Ben Howard;2011
2025-12-26 00:00:00;0.00 - 1.00;1687;Nescio;Nits;1983
2025-12-26 00:00:00;0.00 - 1.00;1688;Gute;Nacht Freunde Reinhard Mey;1974
2025-12-26 00:00:00;0.00 - 1.00;1689;Peter;Gunn Theme Emerson, Lake & Palmer;1980
2025-12-26 00:00:00;0.00 - 1.00;1690;The;Air That I Breathe The Hollies;1974
2025-12-26 00:00:00;0.00 - 1.00;1691;Wouldn't;It Be Nice The Beach Boys;1966
2025-12-26 00:00:00;0.00 - 1.00;1692;Enola;Gay OMD;1980
2025-12-25 00:00:00;23.00 - 0.00;1693;We;All Stand Together Paul McCartney & Frog Chorus;1985
2025-12-25 00:00:00;23.00 - 0.00;1694;One;Love / People Get Ready Bob Marley & The Wailers;1984
2025-12-25 00:00:00;23.00 - 0.00;1695;Born;To Be Alive Patrick Hernandez;1979
2025-12-25 00:00:00;23.00 - 0.00;1696;Hunting;High And Low A-ha;1986
2025-12-25 00:00:00;23.00 - 0.00;1697;I;Wish Stevie Wonder;1977
2025-12-25 00:00:00;23.00 - 0.00;1698;I'd;Rather Go Blind Etta James;1967
2025-12-25 00:00:00;23.00 - 0.00;1699;Kalverliefde;Robert Long;1974
2025-12-25 00:00:00;23.00 - 0.00;1700;Dancing;In The Street David Bowie & Mick Jagger;1985
2025-12-25 00:00:00;23.00 - 0.00;1701;Won't;Get Fooled Again  The Who;1971
2025-12-25 00:00:00;23.00 - 0.00;1702;Riptide;Vance Joy;2014
2025-12-25 00:00:00;23.00 - 0.00;1703;Off;The Wall Michael Jackson;1979
2025-12-25 00:00:00;23.00 - 0.00;1704;Golden;Years  David Bowie;1976
2025-12-25 00:00:00;23.00 - 0.00;1705;Open;Your Eyes Guano Apes;1997
2025-12-25 00:00:00;23.00 - 0.00;1706;I'll;Be Over You Toto;1986
2025-12-25 00:00:00;22.00 - 23.00;1707;Blackstar;David Bowie;2015
2025-12-25 00:00:00;22.00 - 23.00;1708;Hey;Ya! Outkast;2004
2025-12-25 00:00:00;22.00 - 23.00;1709;Appleknockers;Flophouse Cuby & the Blizzards;1969
2025-12-25 00:00:00;22.00 - 23.00;1710;Een;Meisje Van 16 Boudewijn de Groot;1965
2025-12-25 00:00:00;22.00 - 23.00;1711;Girls;Just Want To Have Fun Cyndi Lauper;1984
2025-12-25 00:00:00;22.00 - 23.00;1712;Rockin';All Over The World Status Quo;1977
2025-12-25 00:00:00;22.00 - 23.00;1713;Everything;Now Arcade Fire;2017
2025-12-25 00:00:00;22.00 - 23.00;1714;Lost;On You LP;2016
2025-12-25 00:00:00;22.00 - 23.00;1715;Radio;Lana Del Rey;2011
2025-12-25 00:00:00;22.00 - 23.00;1716;Fairground;Simply Red;1995
2025-12-25 00:00:00;22.00 - 23.00;1717;Love;Is A Losing Game Amy Winehouse;2007
2025-12-25 00:00:00;22.00 - 23.00;1718;Burning;Heart Vandenberg;1983
2025-12-25 00:00:00;21.00 - 22.00;1719;Tuesday;Afternoon The Moody Blues;1968
2025-12-25 00:00:00;21.00 - 22.00;1720;I;Heard It Through The... Marvin Gaye;1969
2025-12-25 00:00:00;21.00 - 22.00;1721;Watermelon;Sugar Harry Styles;2020
2025-12-25 00:00:00;21.00 - 22.00;1722;Cold;As Ice Foreigner;1977
2025-12-25 00:00:00;21.00 - 22.00;1723;Tous;Les Mêmes Stromae;2013
2025-12-25 00:00:00;21.00 - 22.00;1724;Made;In Heaven Queen;1991
2025-12-25 00:00:00;21.00 - 22.00;1725;Counting;Stars OneRepublic;2013
2025-12-25 00:00:00;21.00 - 22.00;1726;On;Top Of The World Imagine Dragons;2013
2025-12-25 00:00:00;21.00 - 22.00;1727;Angel;Eyes ABBA;1979
2025-12-25 00:00:00;21.00 - 22.00;1728;Close;To The Edge  Yes;1972
2025-12-25 00:00:00;20.00 - 21.00;1729;In;Your Eyes  Peter Gabriel;1986
2025-12-25 00:00:00;20.00 - 21.00;1730;Jump;Around House Of Pain;1992
2025-12-25 00:00:00;20.00 - 21.00;1731;Wêr;Bisto Twarres;2000
2025-12-25 00:00:00;20.00 - 21.00;1732;Return;To Sender Elvis Presley;1962
2025-12-25 00:00:00;20.00 - 21.00;1733;Euphoria;Loreen;2012
2025-12-25 00:00:00;20.00 - 21.00;1734;Kiss;Prince & The Revolution;1986
2025-12-25 00:00:00;20.00 - 21.00;1735;Hungry;Heart Bruce Springsteen;1980
2025-12-25 00:00:00;20.00 - 21.00;1736;An;End Has A Start Editors;2007
2025-12-25 00:00:00;20.00 - 21.00;1737;In;Dreams Roy Orbison;1963
2025-12-25 00:00:00;20.00 - 21.00;1738;Starboy;The Weeknd ft. Daft Punk;2016
2025-12-25 00:00:00;20.00 - 21.00;1739;Nightporter;Japan;1980
2025-12-25 00:00:00;20.00 - 21.00;1740;Tumble;And Fall Johan;2001
2025-12-25 00:00:00;20.00 - 21.00;1741;You;Can't Hurry Love Phil Collins;1982
2025-12-25 00:00:00;20.00 - 21.00;1742;Dreams;2 Brothers On The 4th Floor;1994
2025-12-25 00:00:00;20.00 - 21.00;1743;Je;Loog Tegen Mij Drukwerk;1981
2025-12-25 00:00:00;19.00 - 20.00;1744;Give;Up Your Guns The Buoys;1972
2025-12-25 00:00:00;19.00 - 20.00;1745;Come;Undone Robbie Williams;2003
2025-12-25 00:00:00;19.00 - 20.00;1746;Treat;People With Kindness Harry Styles;2021
2025-12-25 00:00:00;19.00 - 20.00;1747;Twist;And Shout The Beatles;1963
2025-12-25 00:00:00;19.00 - 20.00;1748;Learning;To Fly T. Petty & The Heartbreakers;1991
2025-12-25 00:00:00;19.00 - 20.00;1749;Rapper's;Delight Sugarhill Gang;1979
2025-12-25 00:00:00;19.00 - 20.00;1750;The;Unforgiven III Metallica;2008
2025-12-25 00:00:00;19.00 - 20.00;1751;Isn't;She Lovely Stevie Wonder;1976
2025-12-25 00:00:00;19.00 - 20.00;1752;Grenade;Bruno Mars;2010
2025-12-25 00:00:00;19.00 - 20.00;1753;Make;Me Smile Steve Harley & Cockney Rebel;1975
2025-12-25 00:00:00;19.00 - 20.00;1754;Pink;+ White Frank Ocean;2016
2025-12-25 00:00:00;19.00 - 20.00;1755;I;Don't Live Here Anymore The War On Drugs ft. Lucius;2021
2025-12-25 00:00:00;19.00 - 20.00;1756;As;Stevie Wonder;1976
2025-12-25 00:00:00;18.00 - 19.00;1757;Brown;Sugar The Rolling Stones;1971
2025-12-25 00:00:00;18.00 - 19.00;1758;Annabel;Hans de Booij;1983
2025-12-25 00:00:00;18.00 - 19.00;1759;Help!;The Beatles;1965
2025-12-25 00:00:00;18.00 - 19.00;1760;Shiny;Happy People R.E.M.;1991
2025-12-25 00:00:00;18.00 - 19.00;1761;Sammy;Ramses Shaffy;1966
2025-12-25 00:00:00;18.00 - 19.00;1762;I;Can't Make You Love Me George Michael;1997
2025-12-25 00:00:00;18.00 - 19.00;1763;Big;Love Fleetwood Mac;1987
2025-12-25 00:00:00;18.00 - 19.00;1764;Fast;Car Luke Combs;2023
2025-12-25 00:00:00;18.00 - 19.00;1765;Casser;La Voix (Live) Patrick Bruel;1992
2025-12-25 00:00:00;18.00 - 19.00;1766;Ms.;Jackson OutKast;2001
2025-12-25 00:00:00;18.00 - 19.00;1767;Blue;Hotel Chris Isaak;1987
2025-12-25 00:00:00;18.00 - 19.00;1768;Don't;Stand So Close To Me The Police;1980
2025-12-25 00:00:00;18.00 - 19.00;1769;Uit;M'n Bol André Hazes;1993
2025-12-25 00:00:00;17.00 - 18.00;1770;Bloodbuzz;Ohio The National;2010
2025-12-25 00:00:00;17.00 - 18.00;1771;Into;The Mystic Van Morrison;1970
2025-12-25 00:00:00;17.00 - 18.00;1772;Love;On The Rocks Neil Diamond;1980
2025-12-25 00:00:00;17.00 - 18.00;1773;Take;It To The Limit Eagles;1975
2025-12-25 00:00:00;17.00 - 18.00;1774;Always;On My Mind Willie Nelson;1984
2025-12-25 00:00:00;17.00 - 18.00;1775;Little;Red Rooster The Rolling Stones;1965
2025-12-25 00:00:00;17.00 - 18.00;1776;Fight;For Your Right (To Party) Beastie Boys;1986
2025-12-25 00:00:00;17.00 - 18.00;1777;Nooit;Meer Regen Suzan & Freek;2023
2025-12-25 00:00:00;17.00 - 18.00;1778;Sound;Of The Screaming Day Golden Earrings;1967
2025-12-25 00:00:00;17.00 - 18.00;1779;Don't;Go Breaking My Heart Elton John & Kiki Dee;1976
2025-12-25 00:00:00;17.00 - 18.00;1780;Goodbye;My Lover James Blunt;2005
2025-12-25 00:00:00;17.00 - 18.00;1781;Ik;Heb Je Lief Stef Bos;1992
2025-12-25 00:00:00;17.00 - 18.00;1782;Stay;Rihanna ft. Mikky Ekko;2013
2025-12-25 00:00:00;16.00 - 17.00;1783;Panama;Van Halen;1984
2025-12-25 00:00:00;16.00 - 17.00;1784;We;Are The World U.S.A. For Africa;1985
2025-12-25 00:00:00;16.00 - 17.00;1785;Animals;Martin Garrix;2013
2025-12-25 00:00:00;16.00 - 17.00;1786;Shoes;Of Lightning Racoon;2013
2025-12-25 00:00:00;16.00 - 17.00;1787;Als;De Morgen Is Gekomen Jan Smit;2006
2025-12-25 00:00:00;16.00 - 17.00;1788;Dear;Mr. President P!nk;2006
2025-12-25 00:00:00;16.00 - 17.00;1789;Josephine;Chris Rea;1985
2025-12-25 00:00:00;16.00 - 17.00;1790;Later;Als Ik Groter Ben BLØF;2012
2025-12-25 00:00:00;16.00 - 17.00;1791;Sharks;Imagine Dragons;2022
2025-12-25 00:00:00;16.00 - 17.00;1792;Racing;In The Street Bruce Springsteen;1975
2025-12-25 00:00:00;16.00 - 17.00;1793;Addicted;To You Avicii;2014
2025-12-25 00:00:00;16.00 - 17.00;1794;Wish;You The Best Lewis Capaldi;2023
2025-12-25 00:00:00;15.00 - 16.00;1795;It's;Raining Men Weather Girls;1983
2025-12-25 00:00:00;15.00 - 16.00;1796;Mijn;Vlakke Land Jacques Brel;1965
2025-12-25 00:00:00;15.00 - 16.00;1797;Diane;Therapy?;1995
2025-12-25 00:00:00;15.00 - 16.00;1798;Just;The Way You Are Bruno Mars;2010
2025-12-25 00:00:00;15.00 - 16.00;1799;7;Seconds Y. N'Dour & Neneh Cherry;1994
2025-12-25 00:00:00;15.00 - 16.00;1800;Mad;World Tears For Fears;1983
2025-12-25 00:00:00;15.00 - 16.00;1801;Talk;Coldplay;2005
2025-12-25 00:00:00;15.00 - 16.00;1802;All For Nothing ;Kensington;2014
2025-12-25 00:00:00;15.00 - 16.00;1803;(I've Had) The Time Of My Life ;Bill Medley & Jennifer Warnes;1987
2025-12-25 00:00:00;15.00 - 16.00;1804;Automatisch;Flemming;2022
2025-12-25 00:00:00;15.00 - 16.00;1805;Out;Of Space The Prodigy;1993
2025-12-25 00:00:00;15.00 - 16.00;1806;Theme;From 'Harry's Game' Clannad;1983
2025-12-25 00:00:00;15.00 - 16.00;1807;Praise;You Fatboy Slim;1998
2025-12-25 00:00:00;14.00 - 15.00;1808;Green;Eyes Coldplay;2002
2025-12-25 00:00:00;14.00 - 15.00;1809;Mijn;Feyenoord Lee Towers;1998
2025-12-25 00:00:00;14.00 - 15.00;1810;Cold;Heart (Pnau Remix) Elton John & Dua Lipa;2021
2025-12-25 00:00:00;14.00 - 15.00;1811;The;Devil's Son Danny Vera;2013
2025-12-25 00:00:00;14.00 - 15.00;1812;Love;Is All Roger Glover & Guests;1975
2025-12-25 00:00:00;14.00 - 15.00;1813;It;Must Have Been Love Roxette;1990
2025-12-25 00:00:00;14.00 - 15.00;1814;It's;A Beautiful Day Queen;1995
2025-12-25 00:00:00;14.00 - 15.00;1815;Red;Mij Niet Maarten van Roozendaal;2001
2025-12-25 00:00:00;14.00 - 15.00;1816;Grace;Kelly Mika;2007
2025-12-25 00:00:00;14.00 - 15.00;1817;Just;The Two Of Us B. Withers & G. Washington, Jr.;1981
2025-12-25 00:00:00;14.00 - 15.00;1818;Stir;It Up (Live) Bob Marley & The Wailers;1979
2025-12-25 00:00:00;14.00 - 15.00;1819;Happiness;Jonathan Jeremiah;2011
2025-12-25 00:00:00;14.00 - 15.00;1820;The;Wild Places Duncan Browne;1979
2025-12-25 00:00:00;13.00 - 14.00;1821;I;Can't Make You Love Me Bonnie Raitt;1991
2025-12-25 00:00:00;13.00 - 14.00;1822;Heathens;Twenty One Pilots;2016
2025-12-25 00:00:00;13.00 - 14.00;1823;For;Bitter Or Worse Anouk;2009
2025-12-25 00:00:00;13.00 - 14.00;1824;Bobby;Jean Bruce Springsteen;1984
2025-12-25 00:00:00;13.00 - 14.00;1825;Beautiful;Goodbye Amanda Marshall;1996
2025-12-25 00:00:00;13.00 - 14.00;1826;No;Ordinary Love Sade;1992
2025-12-25 00:00:00;13.00 - 14.00;1827;La;Vie Est Belle Diggy Dex & Vali;2018
2025-12-25 00:00:00;13.00 - 14.00;1828;Is;This Love Whitesnake;1987
2025-12-25 00:00:00;13.00 - 14.00;1829;Golden;HUNTR/X;2025
2025-12-25 00:00:00;13.00 - 14.00;1830;Father;& Friend Alain Clark;2008
2025-12-25 00:00:00;13.00 - 14.00;1831;Als;De Zon Schijnt André van Duin;1983
2025-12-25 00:00:00;13.00 - 14.00;1832;Don't;Think Twice It's All Right Bob Dylan;1963
2025-12-25 00:00:00;12.00 - 13.00;1833;Something;In The Way Nirvana;1991
2025-12-25 00:00:00;12.00 - 13.00;1834;Mmm;Mmm Mmm Mmm Crash Test Dummies;1993
2025-12-25 00:00:00;12.00 - 13.00;1835;Girl;Anouk;2004
2025-12-25 00:00:00;12.00 - 13.00;1836;La;Isla Bonita Madonna;1987
2025-12-25 00:00:00;12.00 - 13.00;1837;Als;Ik Je Weer Zie Acda, de Munnik, Maan &...;2021
2025-12-25 00:00:00;12.00 - 13.00;1838;Enemy;Imagine Dragons;2021
2025-12-25 00:00:00;12.00 - 13.00;1839;Ordinary;Love U2;2013
2025-12-25 00:00:00;12.00 - 13.00;1840;My;Baby Just Cares For Me Nina Simone;1987
2025-12-25 00:00:00;12.00 - 13.00;1841;Rumour;Has It Adele;2011
2025-12-25 00:00:00;12.00 - 13.00;1842;I;Sat By The Ocean Queens Of The Stone Age;2013
2025-12-25 00:00:00;12.00 - 13.00;1843;Murder;On The Dancefloor Sophie Ellis Bextor;2002
2025-12-25 00:00:00;12.00 - 13.00;1844;Right;Next Door Robert Cray Band;1987
2025-12-25 00:00:00;12.00 - 13.00;1845;Speed;Of Light Chef'Special;2023
2025-12-25 00:00:00;11.00 - 12.00;1846;Bad;Habits Ed Sheeran;2021
2025-12-25 00:00:00;11.00 - 12.00;1847;Miracle;Ilse DeLange;2009
2025-12-25 00:00:00;11.00 - 12.00;1848;Hollereer;De Jeugd Van Tegenwoordig;2008
2025-12-25 00:00:00;11.00 - 12.00;1849;Live;And Let Die Guns N' Roses;1991
2025-12-25 00:00:00;11.00 - 12.00;1850;Ben;Ik Te Min Armand;1967
2025-12-25 00:00:00;11.00 - 12.00;1851;It's;A Long Way To The Top AC/DC;1976
2025-12-25 00:00:00;11.00 - 12.00;1852;Best;Of You Foo Fighters;2005
2025-12-25 00:00:00;11.00 - 12.00;1853;Take;Me Home Phil Collins;1985
2025-12-25 00:00:00;11.00 - 12.00;1854;When;You Say Nothing At All Ronan Keating;1999
2025-12-25 00:00:00;11.00 - 12.00;1855;Oxygène;Pt. 4 Jean Michel Jarre;1977
2025-12-25 00:00:00;11.00 - 12.00;1856;25;Or 6 To 4 Chicago;1970
2025-12-25 00:00:00;11.00 - 12.00;1857;Torn;Natalie Imbruglia;1997
2025-12-25 00:00:00;10.00 - 11.00;1858;Red;(Taylor's Version) Taylor Swift;2021
2025-12-25 00:00:00;10.00 - 11.00;1859;Kissing;A Fool George Michael;1988
2025-12-25 00:00:00;10.00 - 11.00;1860;Under;My Thumb The Rolling Stones;1966
2025-12-25 00:00:00;10.00 - 11.00;1861;Lost;Frank Ocean;2012
2025-12-25 00:00:00;10.00 - 11.00;1862;My;Universe Coldplay x BTS;2021
2025-12-25 00:00:00;10.00 - 11.00;1863;Livin';Thing Electric Light Orchestra;1976
2025-12-25 00:00:00;10.00 - 11.00;1864;Times;Were When The Cats;1968
2025-12-25 00:00:00;10.00 - 11.00;1865;Dancing;With Tears In My Eyes Ultravox;1984
2025-12-25 00:00:00;10.00 - 11.00;1866;Black;Dog Led Zeppelin;1971
2025-12-25 00:00:00;10.00 - 11.00;1867;OMG;It's Happening DI-RECT;2023
2025-12-25 00:00:00;10.00 - 11.00;1868;Winter;In Hamburg Frank Boeijen Groep;1987
2025-12-25 00:00:00;10.00 - 11.00;1869;The;Racing Rats Editors;2008
2025-12-25 00:00:00;9.00 - 10.00;1870;Burning;Down Alex Warren;2024
2025-12-25 00:00:00;9.00 - 10.00;1871;Don't;You Worry Child Swedish House M. ft. J. Martin;2012
2025-12-25 00:00:00;9.00 - 10.00;1872;The;Subway Chappell Roan;2025
2025-12-25 00:00:00;9.00 - 10.00;1873;Long;Train Runnin' Doobie Brothers;1973
2025-12-25 00:00:00;9.00 - 10.00;1874;Rasputin;Boney M.;1978
2025-12-25 00:00:00;9.00 - 10.00;1875;Tijd;Genoeg Doe Maar;1982
2025-12-25 00:00:00;9.00 - 10.00;1876;Maggie;May Rod Stewart;1971
2025-12-25 00:00:00;9.00 - 10.00;1877;Changes;David Bowie;1971
2025-12-25 00:00:00;9.00 - 10.00;1878;Here;You Come Again Dolly Parton;1978
2025-12-25 00:00:00;9.00 - 10.00;1879;Heaven;Niall Horan;2023
2025-12-25 00:00:00;9.00 - 10.00;1880;I've;Just Lost Somebody Golden Earrings;1968
2025-12-25 00:00:00;9.00 - 10.00;1881;Mr.;Blue René Klijn;1993
2025-12-25 00:00:00;8.00 - 9.00;1882;Invisible;Touch Genesis;1986
2025-12-25 00:00:00;8.00 - 9.00;1883;New;York Minute Don Henley;1989
2025-12-25 00:00:00;8.00 - 9.00;1884;Dare;Gorillaz;2005
2025-12-25 00:00:00;8.00 - 9.00;1885;Promises;Of No Man's Land Blaudzun;2014
2025-12-25 00:00:00;8.00 - 9.00;1886;Dans;M'n Ogen Dicht Meau ft. Racoon;2022
