datum;tijdsvak;positie;nummer;artiest;jaartal
2025-12-27 00:00:00;8.00 - 9.00;1277;Hopeless;Wanderer Mumford & Sons;2013
2025-12-27 00:00:00;8.00 - 9.00;1278;Hallelujah;Lisa Lois;2009
2025-12-27 00:00:00;8.00 - 9.00;1279;Think;(Blues Brothers Version) Aretha Franklin;1980
2025-12-27 00:00:00;8.00 - 9.00;1280;Dazed;And Confused Led Zeppelin;1969
2025-12-27 00:00:00;7.00 - 8.00;1281;Sandstorm;Darude;2000
2025-12-27 00:00:00;7.00 - 8.00;1282;Perhaps;Love John Denver & P. Domingo;1981
2025-12-27 00:00:00;7.00 - 8.00;1283;Road;To Nowhere Talking Heads;1985
2025-12-27 00:00:00;7.00 - 8.00;1284;Miss;You The Rolling Stones;1978
2025-12-27 00:00:00;7.00 - 8.00;1285;Riddles;Kensington;2015
2025-12-27 00:00:00;7.00 - 8.00;1286;Geef;Je Hart Niet Zomaar Weg Racoon;2021
2025-12-27 00:00:00;7.00 - 8.00;1287;Verdammt;Ich Lieb' Dich Matthias Reim;1990
2025-12-27 00:00:00;7.00 - 8.00;1288;The;Devil Made Me Do It Golden Earring;1982
2025-12-27 00:00:00;7.00 - 8.00;1289;Keep;On Loving You REO Speedwagon;1981
2025-12-27 00:00:00;7.00 - 8.00;1290;With;Arms Wide Open Creed;2000
2025-12-27 00:00:00;7.00 - 8.00;1291;Bagagedrager;Spinvis;2002
2025-12-27 00:00:00;7.00 - 8.00;1292;I;Still Cry Ilse DeLange;2000
2025-12-27 00:00:00;7.00 - 8.00;1293;Sing;For The Moment Eminem;2003
2025-12-27 00:00:00;6.00 - 7.00;1294;Flink;Zijn Robert Long;1977
2025-12-27 00:00:00;6.00 - 7.00;1295;Ich;Bin Wie Du Marianne Rosenberg;1976
2025-12-27 00:00:00;6.00 - 7.00;1296;Vriendschap;Het Goede Doel;1983
2025-12-27 00:00:00;6.00 - 7.00;1297;Walking;On A Dream Empire Of The Sun;2008
2025-12-27 00:00:00;6.00 - 7.00;1298;Top;Of The World Carpenters;1973
2025-12-27 00:00:00;6.00 - 7.00;1299;Nights;On Broadway Bee Gees;1975
2025-12-27 00:00:00;6.00 - 7.00;1300;Black;Magic Woman Santana;1970
2025-12-27 00:00:00;6.00 - 7.00;1301;Message;To My Girl Split Enz;1984
2025-12-27 00:00:00;6.00 - 7.00;1302;Feeling;Good Nina Simone;1965
2025-12-27 00:00:00;6.00 - 7.00;1303;De;Leven Sef;2011
2025-12-27 00:00:00;6.00 - 7.00;1304;Quiero;Julio Iglesias;1976
2025-12-27 00:00:00;6.00 - 7.00;1305;Get;Lucky Daft Punk ft. Pharrell Williams;2013
2025-12-27 00:00:00;6.00 - 7.00;1306;Happy;Pharrell Williams;2013
2025-12-27 00:00:00;5.00 - 6.00;1307;Since;I've Been Loving You Led Zeppelin;1970
2025-12-27 00:00:00;5.00 - 6.00;1308;We;Didn't Start The Fire Billy Joel;1989
2025-12-27 00:00:00;5.00 - 6.00;1309;Absolute;Beginners David Bowie;1986
2025-12-27 00:00:00;5.00 - 6.00;1310;Let's;Go Crazy Prince;1984
2025-12-27 00:00:00;5.00 - 6.00;1311;Nu;Wij Niet Meer Praten Pommelien Thijs & J. Reesema;2020
2025-12-27 00:00:00;5.00 - 6.00;1312;Hier;Komt De Storm Frank Boeijen Groep;1988
2025-12-27 00:00:00;5.00 - 6.00;1313;Une;Belle Histoire / Een Mooi... Alderliefste & Paul De Leeuw;2006
2025-12-27 00:00:00;5.00 - 6.00;1314;Do;I Ever Kensington;2016
2025-12-27 00:00:00;5.00 - 6.00;1315;Somebody;Told Me The Killers;2004
2025-12-27 00:00:00;5.00 - 6.00;1316;Save;A Prayer Duran Duran;1982
2025-12-27 00:00:00;5.00 - 6.00;1317;Traffic;Tiësto;2003
2025-12-27 00:00:00;5.00 - 6.00;1318;'t;Dondert En 't Bliksemt Guus Meeuwis;1998
2025-12-27 00:00:00;5.00 - 6.00;1319;Pain;And Misery The Teskey Brothers;2019
2025-12-27 00:00:00;4.00 - 5.00;1320;Back;Home Golden Earring;1970
2025-12-27 00:00:00;4.00 - 5.00;1321;Voodoo;Child (Slight Return) Jimi Hendrix;1968
2025-12-27 00:00:00;4.00 - 5.00;1322;Need;Your Love So Bad Fleetwood Mac;1968
2025-12-27 00:00:00;4.00 - 5.00;1323;Mad;World Michael Andrews ft. Gary Jules;2003
2025-12-27 00:00:00;4.00 - 5.00;1324;Welcome To The DCC;Nothing But Thieves;2023
2025-12-27 00:00:00;4.00 - 5.00;1325;One Word;Anouk;2005
2025-12-27 00:00:00;4.00 - 5.00;1326;Now;And Then The Beatles;2023
2025-12-27 00:00:00;4.00 - 5.00;1327;Jumpin';Jack Flash The Rolling Stones;1968
2025-12-27 00:00:00;4.00 - 5.00;1328;You;Say Lauren Daigle;2019
2025-12-27 00:00:00;4.00 - 5.00;1329;Listen;To The Music Doobie Brothers;1972
2025-12-27 00:00:00;4.00 - 5.00;1330;I;Wish It Would Rain Down Phil Collins;1990
2025-12-27 00:00:00;4.00 - 5.00;1331;Guilty;Barbra Streisand & Barry Gibb;1980
2025-12-27 00:00:00;4.00 - 5.00;1332;Cose;Della Vita Eros Ramazzotti & Tina Turner;1998
2025-12-27 00:00:00;3.00 - 4.00;1333;Just;Say Yes Snow Patrol;2009
2025-12-27 00:00:00;3.00 - 4.00;1334;Golden;Harry Styles;2020
2025-12-27 00:00:00;3.00 - 4.00;1335;Common;People Pulp;1995
2025-12-27 00:00:00;3.00 - 4.00;1336;So;Far Away  Dire Straits;1985
2025-12-27 00:00:00;3.00 - 4.00;1337;Money;Money Money ABBA;1976
2025-12-27 00:00:00;3.00 - 4.00;1338;Het;Laatste Rondje André Hazes;1984
2025-12-27 00:00:00;3.00 - 4.00;1339;Motorcycle;Emptiness  Manic Street Preachers;1992
2025-12-27 00:00:00;3.00 - 4.00;1340;Nergens;Goed Voor De Dijk;1989
2025-12-27 00:00:00;3.00 - 4.00;1341;Teenage;Dirtbag Wheatus;2001
2025-12-27 00:00:00;3.00 - 4.00;1342;Seven;Wonders Fleetwood Mac;1987
2025-12-27 00:00:00;3.00 - 4.00;1343;I;Want You Elvis Costello;1986
2025-12-27 00:00:00;3.00 - 4.00;1344;In;A Lifetime Clannad & Bono;1986
2025-12-27 00:00:00;3.00 - 4.00;1345;Yesterday;When I Was Young Charles Aznavour;1970
2025-12-27 00:00:00;2.00 - 3.00;1346;Walk;On The Wild Side Lou Reed;1973
2025-12-27 00:00:00;2.00 - 3.00;1347;So;Long Marianne Leonard Cohen;1968
2025-12-27 00:00:00;2.00 - 3.00;1348;It's;A Sin Pet Shop Boys;1987
2025-12-27 00:00:00;2.00 - 3.00;1349;Pretty;Fly (For A White Guy) The Offspring;1999
2025-12-27 00:00:00;2.00 - 3.00;1350;Silence;(Tiësto Mix) Delerium ft. Sarah McLachlan;1997
2025-12-27 00:00:00;2.00 - 3.00;1351;Magnificent;(She Says) Elbow;2016
2025-12-27 00:00:00;2.00 - 3.00;1352;One;Moment In Time Whitney Houston;1988
2025-12-27 00:00:00;2.00 - 3.00;1353;Candy;Paolo Nutini;2009
2025-12-27 00:00:00;2.00 - 3.00;1354;We;Don't Need Another Hero Tina Turner;1985
2025-12-27 00:00:00;2.00 - 3.00;1355;West;End Girls Pet Shop Boys;1986
2025-12-27 00:00:00;2.00 - 3.00;1356;Stand;By Me Ben E. King;1987
2025-12-27 00:00:00;2.00 - 3.00;1357;Born;On The Bayou Creedence Clearwater Revival;1972
2025-12-27 00:00:00;2.00 - 3.00;1358;Zondag;Rob de Nijs;1980
2025-12-27 00:00:00;1.00 - 2.00;1359;Living;In Another World Talk Talk;1986
2025-12-27 00:00:00;1.00 - 2.00;1360;You;Have Been Loved George Michael;1997
2025-12-27 00:00:00;1.00 - 2.00;1361;Spread;Your Wings Queen;1978
2025-12-27 00:00:00;1.00 - 2.00;1362;High;And Dry Radiohead;1995
2025-12-27 00:00:00;1.00 - 2.00;1363;I;Want It All Queen;1989
2025-12-27 00:00:00;1.00 - 2.00;1364;Stranger;In Moscow Michael Jackson;1996
2025-12-27 00:00:00;1.00 - 2.00;1365;Fly;Me To The Moon Frank Sinatra;1964
2025-12-27 00:00:00;1.00 - 2.00;1366;APT.;Rosé ft. Bruno Mars;2024
2025-12-27 00:00:00;1.00 - 2.00;1367;Sowing;The Seeds Of Love Tears For Fears;1989
2025-12-27 00:00:00;1.00 - 2.00;1368;People;Are Strange The Doors;1967
2025-12-27 00:00:00;1.00 - 2.00;1369;Up;Around The Bend Creedence Clearwater Revival;1970
2025-12-27 00:00:00;1.00 - 2.00;1370;Mirrors;Justin Timberlake;2013
2025-12-27 00:00:00;1.00 - 2.00;1371;Ashes;To Ashes David Bowie;1980
2025-12-27 00:00:00;1.00 - 2.00;1372;Through;The Echoes Paolo Nutini;2022
2025-12-27 00:00:00;0.00 - 1.00;1373;Blank;Space (Taylor's Version) Taylor Swift;2015
2025-12-27 00:00:00;0.00 - 1.00;1374;Forever;Autumn Jeff Wayne & Justin Hayward;1978
2025-12-27 00:00:00;0.00 - 1.00;1375;All;The Small Things Blink-182;2000
2025-12-27 00:00:00;0.00 - 1.00;1376;Grow;Old With Me Tom Odell;2013
2025-12-27 00:00:00;0.00 - 1.00;1377;This;Is Not America D. Bowie & P. Metheny Group;1985
2025-12-27 00:00:00;0.00 - 1.00;1378;Crazy;Seal;1991
2025-12-27 00:00:00;0.00 - 1.00;1379;Calypso;John Denver;1975
2025-12-27 00:00:00;0.00 - 1.00;1380;Eternal;Flame The Bangles;1989
2025-12-27 00:00:00;0.00 - 1.00;1381;Zitti;E Buoni Måneskin;2021
2025-12-27 00:00:00;0.00 - 1.00;1382;Black;Velvet  Alannah Myles;1990
2025-12-27 00:00:00;0.00 - 1.00;1383;Mr.;Jones Counting Crows;1994
2025-12-27 00:00:00;0.00 - 1.00;1384;Can't;Stop Loving You Phil Collins;2002
2025-12-27 00:00:00;0.00 - 1.00;1385;Because;The Night Patti Smith Group;1978
2025-12-27 00:00:00;0.00 - 1.00;1386;We;Come 1 Faithless;2001
2025-12-26 00:00:00;23.00 - 0.00;1387;How;You Gonna See Me Now Alice Cooper;1979
2025-12-26 00:00:00;23.00 - 0.00;1388;Live;To Tell Madonna;1986
2025-12-26 00:00:00;23.00 - 0.00;1389;Afraid;Of The Dark Chef'Special;2021
2025-12-26 00:00:00;23.00 - 0.00;1390;Raspberry;Beret Prince & The Revolution;1985
2025-12-26 00:00:00;23.00 - 0.00;1391;Pure;Morning Placebo;1998
2025-12-26 00:00:00;23.00 - 0.00;1392;Circles;Post Malone;2019
2025-12-26 00:00:00;23.00 - 0.00;1393;Two;Out Of Three Ain't Bad  Meat Loaf;1977
2025-12-26 00:00:00;23.00 - 0.00;1394;Love;Me Tender Elvis Presley;1956
2025-12-26 00:00:00;23.00 - 0.00;1395;Scarborough;Fair Simon & Garfunkel;1966
2025-12-26 00:00:00;23.00 - 0.00;1396;Het;Midden Pommelien Thijs & Meau;2024
2025-12-26 00:00:00;23.00 - 0.00;1397;Scarlet;Ribbons The Cats;1969
2025-12-26 00:00:00;23.00 - 0.00;1398;Broken;Wings Mr. Mister;1986
2025-12-26 00:00:00;23.00 - 0.00;1399;Hold;Me The Teskey Brothers;2019
2025-12-26 00:00:00;23.00 - 0.00;1400;Voor;Ik Vergeet Spinvis;2002
2025-12-26 00:00:00;22.00 - 23.00;1401;Mia;Gorki;1992
2025-12-26 00:00:00;22.00 - 23.00;1402;Honky;Tonk Women The Rolling Stones;1969
2025-12-26 00:00:00;22.00 - 23.00;1403;Do;They Know It's Christmas Band Aid;1984
2025-12-26 00:00:00;22.00 - 23.00;1404;Lazarus;David Bowie;2016
2025-12-26 00:00:00;22.00 - 23.00;1405;Denis;Blondie;1978
2025-12-26 00:00:00;22.00 - 23.00;1406;At;Seventeen Janis Ian;1975
2025-12-26 00:00:00;22.00 - 23.00;1407;The;Promise You Made Cock Robin;1986
2025-12-26 00:00:00;22.00 - 23.00;1408;Times;Like These Foo Fighters;2003
2025-12-26 00:00:00;22.00 - 23.00;1409;Glycerine;Bush;1994
2025-12-26 00:00:00;22.00 - 23.00;1410;Locked;Out Of Heaven Bruno Mars;2012
2025-12-26 00:00:00;22.00 - 23.00;1411;Going;Home: Theme Of The... Mark Knopfler;1983
2025-12-26 00:00:00;22.00 - 23.00;1412;Too;Much Love Will Kill You Brian May;1992
2025-12-26 00:00:00;21.00 - 22.00;1413;Best;Song Ever One Direction;2013
2025-12-26 00:00:00;21.00 - 22.00;1414;The;Wind Cries Mary Jimi Hendrix;1967
2025-12-26 00:00:00;21.00 - 22.00;1415;London;Calling The Clash;1979
2025-12-26 00:00:00;21.00 - 22.00;1416;Run;To The Water Live;2000
2025-12-26 00:00:00;21.00 - 22.00;1417;90s;Kid DI-RECT;2022
2025-12-26 00:00:00;21.00 - 22.00;1418;Vlieg;Met Me Mee (Live) Paul de Leeuw;1992
2025-12-26 00:00:00;21.00 - 22.00;1419;Memory;Barbra Streisand;1982
2025-12-26 00:00:00;21.00 - 22.00;1420;Lost;Without You Krezip;2019
2025-12-26 00:00:00;21.00 - 22.00;1421;Have;A Little Faith In Me John Hiatt;1989
2025-12-26 00:00:00;21.00 - 22.00;1422;Disco;Inferno The Trammps;1977
2025-12-26 00:00:00;21.00 - 22.00;1423;Use;Somebody Kings Of Leon;2008
2025-12-26 00:00:00;21.00 - 22.00;1424;Kan;Ik Iets Voor Je Doen? De Dijk;2011
2025-12-26 00:00:00;21.00 - 22.00;1425;50;Ways To Leave Your Lover Paul Simon;1976
2025-12-26 00:00:00;21.00 - 22.00;1426;Locomotive;Breath Jethro Tull;1972
2025-12-26 00:00:00;20.00 - 21.00;1427;Texas;Hold 'Em Beyoncé;2024
2025-12-26 00:00:00;20.00 - 21.00;1428;Club;Tropicana Wham!;1983
2025-12-26 00:00:00;20.00 - 21.00;1429;Lessons;In Love Level 42;1986
2025-12-26 00:00:00;20.00 - 21.00;1430;You've;Got The Love Florence + The Machine;2009
2025-12-26 00:00:00;20.00 - 21.00;1431;I;Follow Rivers Triggerfinger;2012
2025-12-26 00:00:00;20.00 - 21.00;1432;Walking;On The Moon The Police;1979
2025-12-26 00:00:00;20.00 - 21.00;1433;You;Don't Fool Me Queen;1996
2025-12-26 00:00:00;20.00 - 21.00;1434;Red;Right Hand Nick Cave & The Bad Seeds;1994
2025-12-26 00:00:00;20.00 - 21.00;1435;No;Surrender Bruce Springsteen;1984
2025-12-26 00:00:00;20.00 - 21.00;1436;Lovely;Day Bill Withers;1978
2025-12-26 00:00:00;20.00 - 21.00;1437;Driver's;Seat Sniff 'n The Tears;1980
2025-12-26 00:00:00;20.00 - 21.00;1438;Memory;Remains Metallica;1997
2025-12-26 00:00:00;20.00 - 21.00;1439;We;Pray Coldplay, Little Simz, Burna...;2024
2025-12-26 00:00:00;19.00 - 20.00;1440;Fortnight;Taylor Swift ft. Post Malone;2024
2025-12-26 00:00:00;19.00 - 20.00;1441;7;Years Lukas Graham;2015
2025-12-26 00:00:00;19.00 - 20.00;1442;Jan;Klaassen De Trompetter Rob de Nijs;1973
2025-12-26 00:00:00;19.00 - 20.00;1443;Every;Teardrop Is A Waterfall Coldplay;2011
2025-12-26 00:00:00;19.00 - 20.00;1444;No;Good (Start The Dance) The Prodigy;1994
2025-12-26 00:00:00;19.00 - 20.00;1445;Bad;Liar Imagine Dragons;2018
2025-12-26 00:00:00;19.00 - 20.00;1446;Jesus;Of Suburbia Green Day;2004
2025-12-26 00:00:00;19.00 - 20.00;1447;Het;Is Koud Zonder Jou André Hazes;1980
2025-12-26 00:00:00;19.00 - 20.00;1448;By;The Way Red Hot Chili Peppers;2002
2025-12-26 00:00:00;19.00 - 20.00;1449;Take;This Waltz Leonard Cohen;1988
2025-12-26 00:00:00;19.00 - 20.00;1450;Alles;Is Liefde BLØF;2007
2025-12-26 00:00:00;19.00 - 20.00;1451;If;You Don't Know Me By Now Simply Red;1989
2025-12-26 00:00:00;18.00 - 19.00;1452;Houdini;Eminem;2024
2025-12-26 00:00:00;18.00 - 19.00;1453;Vrij;Zijn Marco Borsato;1995
2025-12-26 00:00:00;18.00 - 19.00;1454;Everybody;Needs Somebody... The Blues Brothers;1989
2025-12-26 00:00:00;18.00 - 19.00;1455;Lovesong;The Cure;1989
2025-12-26 00:00:00;18.00 - 19.00;1456;'n;Vriend André Hazes;1980
2025-12-26 00:00:00;18.00 - 19.00;1457;Hey;Girl Gruppo Sportivo;1978
2025-12-26 00:00:00;18.00 - 19.00;1458;You;Make Lovin' Fun Fleetwood Mac;1978
2025-12-26 00:00:00;18.00 - 19.00;1459;Don't;Leave Me This Way Communards & Sarah J. Morris;1986
2025-12-26 00:00:00;18.00 - 19.00;1460;Beautiful;People Melanie;1969
2025-12-26 00:00:00;18.00 - 19.00;1461;The;One I Love R.E.M.;1987
2025-12-26 00:00:00;18.00 - 19.00;1462;Here;Without You 3 Doors Down;2004
2025-12-26 00:00:00;18.00 - 19.00;1463;My;Heart Will Go On Céline Dion;1998
2025-12-26 00:00:00;18.00 - 19.00;1464;Vogue;Madonna;1990
2025-12-26 00:00:00;17.00 - 18.00;1465;Shut;Your Eyes Snow Patrol;2007
2025-12-26 00:00:00;17.00 - 18.00;1466;Johnny;B. Goode Chuck Berry;1958
2025-12-26 00:00:00;17.00 - 18.00;1467;Chasing;Pavements Adele;2008
2025-12-26 00:00:00;17.00 - 18.00;1468;Heart;Of Glass Blondie;1979
2025-12-26 00:00:00;17.00 - 18.00;1469;Why'd;You Only Call Me When... Arctic Monkeys;2013
2025-12-26 00:00:00;17.00 - 18.00;1470;Save;Me Queen;1980
2025-12-26 00:00:00;17.00 - 18.00;1471;L.A.;Song  Beth Hart;1999
2025-12-26 00:00:00;17.00 - 18.00;1472;Proud;Mary Creedence Clearwater Revival;1969
2025-12-26 00:00:00;17.00 - 18.00;1473;Alie;Normaal;1977
2025-12-26 00:00:00;17.00 - 18.00;1474;Nutbush;City Limits Ike & Tina Turner;1974
2025-12-26 00:00:00;17.00 - 18.00;1475;Suzanne;Herman van Veen;1969
2025-12-26 00:00:00;17.00 - 18.00;1476;Cry;Baby Janis Joplin;1971
2025-12-26 00:00:00;17.00 - 18.00;1477;Gypsy;Fleetwood Mac;1982
2025-12-26 00:00:00;17.00 - 18.00;1478;Dans;Je De Hele Nacht Met Mij De Sjonnies;1995
2025-12-26 00:00:00;16.00 - 17.00;1479;Big;Log Robert Plant;1983
2025-12-26 00:00:00;16.00 - 17.00;1480;Babooshka;Kate Bush;1980
2025-12-26 00:00:00;16.00 - 17.00;1481;Streets;Of London Ralph McTell;1972
2025-12-26 00:00:00;16.00 - 17.00;1482;De;Weg Guus Meeuwis;2005
2025-12-26 00:00:00;16.00 - 17.00;1483;Voltooid;Verleden Tijd Is Ook Schitterend;1997
2025-12-26 00:00:00;16.00 - 17.00;1484;Vas-y;(Ga Maar) Suzan & Freek & Claude;2023
2025-12-26 00:00:00;16.00 - 17.00;1485;Frozen;Madonna;1998
2025-12-26 00:00:00;16.00 - 17.00;1486;Where;The Heart Is Haevn;2016
2025-12-26 00:00:00;16.00 - 17.00;1487;Talkin';Bout A Revolution Tracy Chapman;1988
2025-12-26 00:00:00;16.00 - 17.00;1488;Farewell;To The Fairground White Lies;2009
2025-12-26 00:00:00;16.00 - 17.00;1489;Cold;Chris Stapleton;2020
2025-12-26 00:00:00;15.00 - 16.00;1490;Long;As I Can See The Light Creedence Clearwater Revival;1970
2025-12-26 00:00:00;15.00 - 16.00;1491;I;Started A Joke Bee Gees;1969
2025-12-26 00:00:00;15.00 - 16.00;1492;Home;By The Sea Genesis;1983
2025-12-26 00:00:00;15.00 - 16.00;1493;The;Next Episode Dr. Dre ft. Snoop Dogg;2000
2025-12-26 00:00:00;15.00 - 16.00;1494;Kingston;Town UB40;1990
2025-12-26 00:00:00;15.00 - 16.00;1495;Homeward;Bound Simon & Garfunkel;1966
2025-12-26 00:00:00;15.00 - 16.00;1496;Lonesome;Rider Volbeat ft. Sarah Blackwood;2013
2025-12-26 00:00:00;15.00 - 16.00;1497;Tankstation;Hiigo;2023
2025-12-26 00:00:00;15.00 - 16.00;1498;Spicks;And Specks Bee Gees;1967
2025-12-26 00:00:00;15.00 - 16.00;1499;Give;It Away Red Hot Chili Peppers;1992
2025-12-26 00:00:00;15.00 - 16.00;1500;Boogie;Wonderland Earth, Wind & Fire & The...;1979
2025-12-26 00:00:00;15.00 - 16.00;1501;Summer;Night City ABBA;1978
2025-12-26 00:00:00;15.00 - 16.00;1502;My;Sweet Lord George Harrison;1970
2025-12-26 00:00:00;14.00 - 15.00;1503;Born;To Be Wild Steppenwolf;1968
2025-12-26 00:00:00;14.00 - 15.00;1504;Hymn;For The Weekend Coldplay;2015
2025-12-26 00:00:00;14.00 - 15.00;1505;The;Living Years Mike & The Mechanics;1989
2025-12-26 00:00:00;14.00 - 15.00;1506;Don't;Bring Me Down Electric Light Orchestra;1979
2025-12-26 00:00:00;14.00 - 15.00;1507;Pyro;Kings Of Leon;2010
2025-12-26 00:00:00;14.00 - 15.00;1508;Secret;Garden Bruce Springsteen;1995
2025-12-26 00:00:00;14.00 - 15.00;1509;Cowboy;Like Me Taylor Swift;2020
2025-12-26 00:00:00;14.00 - 15.00;1510;As;George Michael & Mary J. Blige;1999
2025-12-26 00:00:00;14.00 - 15.00;1511;I;Can't Sleep Without You Golden Earring;1992
2025-12-26 00:00:00;14.00 - 15.00;1512;Royals;Lorde;2013
2025-12-26 00:00:00;14.00 - 15.00;1513;Honderd;Keer Suzan & Freek;2022
2025-12-26 00:00:00;14.00 - 15.00;1514;Calm After The Storm ;The Common Linnets;1977
2025-12-26 00:00:00;13.00 - 14.00;1515;Hurt;Christina Aguilera;2006
2025-12-26 00:00:00;13.00 - 14.00;1516;Me;Gustas Tu Manu Chao;2001
2025-12-26 00:00:00;13.00 - 14.00;1517;So;Lonely The Police;1979
2025-12-26 00:00:00;13.00 - 14.00;1518;Slapeloosheid;Suzan & Freek;2023
2025-12-26 00:00:00;13.00 - 14.00;1519;I;Am The Walrus The Beatles;1967
2025-12-26 00:00:00;13.00 - 14.00;1520;We;Are The People Empire Of The Sun;2008
2025-12-26 00:00:00;13.00 - 14.00;1521;Unchain;My Heart Joe Cocker;1987
2025-12-26 00:00:00;13.00 - 14.00;1522;Fireflies;Owl City;2009
2025-12-26 00:00:00;13.00 - 14.00;1523;Time;After Time Cyndi Lauper;1984
2025-12-26 00:00:00;13.00 - 14.00;1524;Free;Fallin' Tom Petty;1989
2025-12-26 00:00:00;13.00 - 14.00;1525;Unstoppable;Sia;2016
2025-12-26 00:00:00;13.00 - 14.00;1526;Kwijt;Suzan & Freek;2022
2025-12-26 00:00:00;12.00 - 13.00;1527;Free;Fallin' (Live) John Mayer;2008
2025-12-26 00:00:00;12.00 - 13.00;1528;Whisky;In The Jar Thin Lizzy;1973
2025-12-26 00:00:00;12.00 - 13.00;1529;The;First Time Ever I Saw Your... Roberta Flack;1972
2025-12-26 00:00:00;12.00 - 13.00;1530;Schijn;'n Lichtje Op Mij Drukwerk;1982
2025-12-26 00:00:00;12.00 - 13.00;1531;Pressure;Makes Diamonds Danny Vera;2020
2025-12-26 00:00:00;12.00 - 13.00;1532;Surfin';U.S.A. The Beach Boys;1963
2025-12-26 00:00:00;12.00 - 13.00;1533;Take;Five Dave Brubeck Quartet;1962
2025-12-26 00:00:00;12.00 - 13.00;1534;Don't;You Want Me The Human League;1982
2025-12-26 00:00:00;12.00 - 13.00;1535;Weg;Van Jou Suzan & Freek;2020
2025-12-26 00:00:00;12.00 - 13.00;1536;Anne;Herman van Veen;1986
2025-12-26 00:00:00;12.00 - 13.00;1537;Killing;Me Softly Fugees;1996
2025-12-26 00:00:00;12.00 - 13.00;1538;Make;It Wit Chu Queens Of The Stone Age;2008
2025-12-26 00:00:00;12.00 - 13.00;1539;What;A Fool Believes Doobie Brothers;1978
2025-12-26 00:00:00;11.00 - 12.00;1540;I;Won't Let You Down Ph.D.;1981
2025-12-26 00:00:00;11.00 - 12.00;1541;'T;Roeie Klied Rowwen Hèze;1995
2025-12-26 00:00:00;11.00 - 12.00;1542;Drive;R.E.M.;1992
2025-12-26 00:00:00;11.00 - 12.00;1543;He;Ain't Heavy, He's My Brother The Hollies;1969
2025-12-26 00:00:00;11.00 - 12.00;1544;Shut;Up And Dance Walk The Moon;2014
2025-12-26 00:00:00;11.00 - 12.00;1545;Atlas;Pommelien Thijs;2025
2025-12-26 00:00:00;11.00 - 12.00;1546;Little;Talks Of Monsters And Men;2012
2025-12-26 00:00:00;11.00 - 12.00;1547;Come;Take My Hand 2 Brothers On The 4th Floor;1995
2025-12-26 00:00:00;11.00 - 12.00;1548;Something;Just Like This The Chainsmokers & Coldplay;2017
2025-12-26 00:00:00;11.00 - 12.00;1549;House;For Sale Lucifer;1975
2025-12-26 00:00:00;11.00 - 12.00;1550;In;These Arms Bon Jovi;1993
2025-12-26 00:00:00;11.00 - 12.00;1551;Sir;Duke Stevie Wonder;1977
2025-12-26 00:00:00;10.00 - 11.00;1552;Skandal;Im Sperrbezirk Spider Murphy Gang;1982
2025-12-26 00:00:00;10.00 - 11.00;1553;Epic;Faith No More;1990
2025-12-26 00:00:00;10.00 - 11.00;1554;White;Flag Dido;2003
2025-12-26 00:00:00;10.00 - 11.00;1555;Let;Love Rule Lenny Kravitz;1989
2025-12-26 00:00:00;10.00 - 11.00;1556;Believe;Cher;1998
2025-12-26 00:00:00;10.00 - 11.00;1557;Laat;Het Vanavond Gebeuren De Dijk;1997
2025-12-26 00:00:00;10.00 - 11.00;1558;All;Night Long (All Night) Lionel Richie;1983
2025-12-26 00:00:00;10.00 - 11.00;1559;Roadhouse;Blues The Doors;1970
2025-12-26 00:00:00;10.00 - 11.00;1560;Pride;And Joy Stevie Ray Vaughan;1983
2025-12-26 00:00:00;10.00 - 11.00;1561;Als;Je Wint Herman Brood & H. Vrienten;1984
2025-12-26 00:00:00;10.00 - 11.00;1562;Dear;Mama 2Pac;1998
2025-12-26 00:00:00;9.00 - 10.00;1563;Like;Toy Soldiers Eminem;2005
2025-12-26 00:00:00;9.00 - 10.00;1564;Waiting;On A Friend The Rolling Stones;1981
2025-12-26 00:00:00;9.00 - 10.00;1565;Calling;Elvis Dire Straits;1991
2025-12-26 00:00:00;9.00 - 10.00;1566;Kwijt;Froukje;2024
2025-12-26 00:00:00;9.00 - 10.00;1567;Breathe;The Prodigy;1996
2025-12-26 00:00:00;9.00 - 10.00;1568;Hart;Van Mijn Gevoel De Kast;1999
2025-12-26 00:00:00;9.00 - 10.00;1569;Never;Alone 2 Brothers On The 4th Floor;1993
2025-12-26 00:00:00;9.00 - 10.00;1570;Houdini;Dua Lipa;2023
2025-12-26 00:00:00;9.00 - 10.00;1571;For;Crying Out Loud  Meat Loaf;1978
2025-12-26 00:00:00;9.00 - 10.00;1572;If;You Could See Me Now The Script;2013
2025-12-26 00:00:00;9.00 - 10.00;1573;Walking;In Memphis Marc Cohn;1991
2025-12-26 00:00:00;8.00 - 9.00;1574;Pinball;Wizard The Who;1969
2025-12-26 00:00:00;8.00 - 9.00;1575;The;Thrill Is Gone B.B. King;1969
2025-12-26 00:00:00;8.00 - 9.00;1576;The;Monster Eminem & Rihanna;2013
2025-12-26 00:00:00;8.00 - 9.00;1577;The;Way It Is Bruce Hornsby & The Range;1986
2025-12-26 00:00:00;8.00 - 9.00;1578;Candy;Iggy Pop & Kate Pierson;1990
2025-12-26 00:00:00;8.00 - 9.00;1579;Wanted;(Dead Or Alive) Bon Jovi;1987
2025-12-26 00:00:00;8.00 - 9.00;1580;About;A Girl (Unplugged) Nirvana;1993
